Message,Spam,gtrans_el
CHECK OUT THIS DOPE CHANNEL phenomenallyricshere CHECK OUT THIS DOPE CHANNEL phenomenallyricshere CHECK OUT THIS DOPE CHANNEL phenomenallyricshere CHECK OUT THIS DOPE CHANNEL phenomenallyricshere CHECK OUT THIS DOPE CHANNEL phenomenallyricshere CHECK OUT THIS DOPE CHANNEL phenomenallyricshere CHECK OUT THIS DOPE CHANNEL phenomenallyricshere CHECK OUT THIS DOPE CHANNEL phenomenallyricshere CHECK OUT THIS DOPE CHANNEL phenomenallyricshere,social_promotion,ΔΕΙΤΕ ΑΥΤΟ ΤΟ ΚΑΝΑΛΙ DOPE φαινομενικάεδώ ΔΕΙΤΕ ΑΥΤΟ ΤΟ ΚΑΝΑΛΙ DOPE φαινομενικάεδώ ΔΟΚΙΜΑΣΤΕ ΑΥΤΟ ΤΟ ΚΑΝΑΛΙ DOPE φαινομενικάεδώ ΔΕΙΤΕ ΑΥΤΟ ΤΟ ΚΑΝΑΛΙ DOPE φαινομενικάεδώ IS DOPE CHANNEL φαινομενικά εδώ ΔΟΚΙΜΑΣΤΕ ΑΥΤΟ ΤΟ ΚΑΝΑΛΙ DOPE φαινομενικά εδώ ΔΟΚΙΜΑΣΤΕ ΑΥΤΟ ΤΟ ΚΑΝΑΛΙ DOPE φαινομενικά εδώ ΑΥΤΟ ΤΟ ΚΑΝΑΛΙ ΝΤΡΟΦΙΜΩΝ είναι εδώ
SubScribe me pls THEM NEM FANS,social_promotion,Εγγραφείτε με pls THEM NEM fans
dude check out psy,social_promotion,φίλε κοίτα psy
Share this video.. This song can beat PSY Gangnam Style,social_promotion,Μοιραστείτε αυτό το βίντεο.. Αυτό το τραγούδι μπορεί να νικήσει το PSY Gangnam Style
Check out my remix to Tyga 39 s Molly ft. Whiz Khalifa Peace and love,social_promotion,Δείτε το remix μου στο Tyga 39 s Molly ft. Whiz Khalifa Ειρήνη και αγάπη
Check out my channel please.,social_promotion,Δείτε το κανάλι μου παρακαλώ.
"i been working so hard for the past 60 days to improve i been writing recording mixing performing 16 bars everyday i am doing it for a whole year 365 days today i 39 m on day 60 today i work so hard now i 39 m doing 2 verses everyday to improve i 39 m going all the way to 365 PLEASE SUBSCRIBE to my channel help me build a fan base ,watch me improve,help me get closer to my dream i 39 m lyrical and i keep it real i won 39 t leave you down i promise PLEASE SUBSCRIBE please like this commment so people can see",social_promotion,"δούλευα τόσο σκληρά τις τελευταίες 60 ημέρες για να βελτιωθώ, έγραφα ηχογράφηση μίξη εκτελώντας 16 μπάρες καθημερινά, το κάνω για έναν ολόκληρο χρόνο 365 ημέρες σήμερα i 39 m την 60η ημέρα σήμερα δουλεύω τόσο σκληρά τώρα i 39 m κάνοντας 2 στίχους καθημερινά για βελτίωση i 39 m πηγαίνω μέχρι το 365 ΠΑΡΑΚΑΛΩ ΚΑΝΤΕ ΕΓΓΡΑΦΗ στο κανάλι μου, βοηθήστε με να δημιουργήσω μια βάση θαυμαστών, παρακολουθήστε με να βελτιώνομαι, βοηθήστε με να πλησιάσω το όνειρό μου i 39 m λυρικό και το κρατάω αληθινό κέρδισα 39 t να σε αφήσω κάτω υπόσχομαι ΠΑΡΑΚΑΛΩ ΚΑΝΤΕ ΕΓΓΡΑΦΗ, παρακαλώ κάντε like σε αυτό το σχόλιο για να το δουν οι άλλοι"
I can 39 t believe this I just now watched a brand new adult video clip with rihanna She has been screwing a black Basketball player Check out her video right here if you wish crazy celeb news.eu.pn,social_promotion,Δεν μπορώ να το πιστέψω αυτό Μόλις τώρα παρακολούθησα ένα ολοκαίνουργιο βίντεο κλιπ για ενήλικες με τη rihanna Έχει βγάλει μια μαύρη μπασκετμπολίστρια Δείτε το βίντεό της εδώ αν θέλετε τρελό celeb news.eu.pn
CHECK MY VIDEOS AND SUBSCRIBE AND LIKE PLZZ,social_promotion,ΔΕΙΤΕ ΤΑ ΒΙΝΤΕΟ ΜΟΥ ΚΑΙ ΚΑΝΤΕ ΕΓΓΡΑΦΗ ΚΑΙ LIKE PLZZ
Hey guys please just spent one minute for me i am a singer from srilanka and i am 18 year 39 s old SooO I LIKE TO BE GREAT SINGER will be a one day so i hope it would be happen in really my life. Just view my videos and rate it and let me know how is my voice please help us guys closer to living my dream I really know you 39 d helped me who read this comment he she can just understand my feeling Thanks guys lv you really much more SUBSCRIBE IT MY CHANNEL AND ONECE AGAIN THANK YOU,social_promotion,"Γεια σας παιδιά σας παρακαλώ αφιερώσατε μόλις ένα λεπτό για μένα, είμαι τραγουδίστρια από τη Σριλάνκα και είμαι 18 χρονών 39 ετών SooO M ΑΡΕΣΕΙ ΝΑ ΕΙΜΑΙ ΜΕΓΑΛΟΣ ΤΡΑΓΟΥΔΙΣΤΗΣ θα είναι μια μέρα, οπότε ελπίζω να συμβεί πραγματικά στη ζωή μου. Απλώς δείτε τα βίντεό μου και βαθμολογήστε τα και πείτε μου πώς είναι η φωνή μου, βοηθήστε μας παιδιά πιο κοντά στο να ζήσω το όνειρό μου, σας ξέρω πραγματικά 39 d με βοήθησε που διάβασα αυτό το σχόλιο μπορεί απλά να καταλάβει τα συναισθήματά μου Ευχαριστώ παιδιά lv σας πραγματικά πολύ περισσότερα ΚΑΝΤΕ ΕΓΓΡΑΦΗ ΣΤΟ ΚΑΝΑΛΙ ΜΟΥ ΚΑΙ ΑΛΛΗ ΜΙΑ ΦΟΡΑ ΕΥΧΑΡΙΣΤΩ"
YO GUYS I AM 14 YEAR OLD RAPPER JUST STARTED RAPPING SO PLEASE CHECK OUT MY SITE AND LEAVE FEEDBACK AND SUBSCRIBE ALSO LIKE THIS COMMENT SO MORE CAN SEE AND MAKE MY CHANNEL BIG ASWELL,social_promotion,ΠΑΙΔΙΑ ΕΙΜΑΙ 14 ΧΡΟΝΩΝ ΡΑΠΕΡ ΜΟΛΙΣ ΑΡΧΙΣΑ ΝΑ ΒΑΖΕΙ ΟΠΟΤΕ ΠΑΡΑΚΑΛΩ ΔΕΙΤΕ ΤΟΝ ΙΣΤΟΤΟΠΟ ΜΟΥ ΚΑΙ ΑΦΗΣΤΕ ΣΧΟΛΙΑ ΚΑΙ ΕΓΓΡΑΦΕΙΤΕ ΕΠΙΣΗΣ ΚΑΝΤΕ LIKE ΣΕ ΑΥΤΟ ΤΟ ΣΧΟΛΙΟ ΓΙΑ ΝΑ ΔΟΥΝ ΠΕΡΙΣΣΟΤΕΡΑ ΚΑΙ ΝΑ ΜΕΓΑΛΟΥΝ ΤΟ ΚΑΝΑΛΙ ΜΟΥ
for 90 39 s rap fans check out my Big Pun 39 Beware 39 cover Likes n comments very much appreciated,social_promotion,για τους θαυμαστές της ραπ του 90 39 ρίξτε μια ματιά στο Big Pun 39 Προσοχή 39 στο εξώφυλλό μου Likes n σχόλια εκτιμήθηκαν πολύ
"This great Warning will happen soon. ,0 LneaDw26bFst76VHKJL8PxaEy6VMNlvmriUDTSFK6vY,Ali Pa a,2013 09 26T22 28 17.047000,Croatia lt 3,0 LneaDw26bFvkAHxpKEnM25FYWkyXthsUpri6JuQsZnU,G Belrus,2013 09 26T22 26 12.832000,Nice one,0 LneaDw26bFtvZQt6JUEhasIEFRJG1exI dVqdnQVPho,exode. comeback.,2013 09 26T22 23 00.710000,600m views.,0 LneaDw26bFunOarAg71AwGU6TJO6aZDKFIUn TZ1 HY,Muhammad Shaeel Abbas,2013 09 26T22 15 45.476000,Fuck off ,0 LneaDw26bFt oToUFj0z3vffLFNaxyKwZSIVQhiMx E,Notorious Niko,2013 09 26T22 00 43.613000, Hey guys i am a 17yr old rapper trying to get exposure... I live in belgium where NO ONE speaks english so i have to resort to this gay SPAM... Check out my 2 latest tracks as they are probably my best.. Audio is not the best but i am going to invest in some real equipment for my next track.. Please Thumbs this up so others can see.. or hey do not just check me out yourself and leave a response and a like D Thanks in advance, you guys will be part of making my dream come TRUE Notorious Niko",social_promotion,"Αυτή η μεγάλη Προειδοποίηση θα συμβεί σύντομα. ,0 LneaDw26bFst76VHKJL8PxaEy6VMNlvmriUDTSFK6vY,Ali Pa a,2013 09 26T22 28 17.047000,Κροατία lt 3,0 LneaDw26bFPZUUnXMx5 G Belrus,2013 09 26T22 26 12.832000,Nice one,0 LneaDw26bFtvZQt6JUEhasIEFRJG1exI dVqdnQVPho,exode. επιστροφή.,2013 09 26T22 23 00,710000,600m προβολές.,0 LneaDw26bFunOarAg71AwGU6TJO6aZDKFIUn TZ1 HY,Muhammad Shaeel Abbas,2016T off.2070,2013 off. LneaDw26bFt oToUFj0z3vffLFNaxyKwZSIVQhiMx E,Notorious Niko,2013 09 26T22 00 43.613000, Γεια σας παιδιά, είμαι Ο 17χρονος ράπερ προσπαθεί να εκτεθεί... Ζω στο Βέλγιο όπου ΚΑΝΕΙΣ δεν μιλάει αγγλικά, γι' αυτό πρέπει να καταφύγω σε αυτό το gay SPAM... Ρίξτε μια ματιά στα 2 τελευταία μου κομμάτια καθώς είναι ίσως τα καλύτερα μου.. Ο ήχος δεν είναι ο καλύτερος αλλά πρόκειται να επενδύσω σε κάποιο πραγματικό εξοπλισμό για το επόμενο κομμάτι μου.. Παρακαλώ μπράβο για να το δουν και άλλοι.. ή μη με ελέγξετε μόνοι σας και αφήστε μια απάντηση και ένα like D Ευχαριστώ εκ των προτέρων, θα Γίνε μέρος της πραγματοποίησης του ονείρου μου Notorious Niko"
"Hey guys i am a 17yr old rapper trying to get exposure... I live in belgium where NO ONE speaks english so i have to resort to this gay SPAM... Check out my 2 latest tracks as they are probably my best.. Audio is not the best but i am going to invest in some real equipment for my next track.. Please Thumbs this up so others can see.. or hey do not just check me out yourself and leave a response and a like D Thanks in advance, you guys will be part of making my dream come TRUE Notorious Niko",social_promotion,"Γεια σας παιδιά, είμαι ένας 17χρονος ράπερ που προσπαθώ να αποκαλυφθεί... Ζω στο Βέλγιο όπου ΚΑΝΕΙΣ δεν μιλάει αγγλικά, οπότε πρέπει να καταφύγω σε αυτό το gay SPAM... Δείτε τα 2 τελευταία μου κομμάτια, καθώς είναι ίσως τα καλύτερά μου.. Ο ήχος δεν είναι ο καλύτερος, αλλά πρόκειται να επενδύσω σε πραγματικό εξοπλισμό για το επόμενο κομμάτι μου.. Παρακαλώ, ας το δουν οι άλλοι.. ή μη με ελέγξετε μόνοι σας και αφήστε μια απάντηση και ένα like D Ευχαριστώ εκ των προτέρων, εσείς θα συμμετάσχετε στην πραγματοποίηση του ονείρου μου Notorious Niko"
Check out my channel to see Rihanna short mix by me,social_promotion,Ρίξτε μια ματιά στο κανάλι μου για να δείτε τη σύντομη μίξη της Rihanna από εμένα
Every weekend a new lyric video of Eminem here VIEW LIKE SUBSCRIBE,social_promotion,Κάθε Σαββατοκύριακο ένα νέο lyric video του Eminem εδώ ΔΕΙΤΕ LIKE SUBSCRIBE
ayyy can you guys please check out my rap video i am 16 n i am juss tryna get some love please chrck it out an thank you,social_promotion,"ayyy μπορείτε παιδιά, δείτε το ραπ βίντεο μου, είμαι 16 χρονών, προσπαθώ να πάρω λίγη αγάπη, δείτε το και ευχαριστώ"
COME SUBSCRIBE TO MY CHANNEL PLEASE,social_promotion,ΕΛΑΤΕ ΕΓΓΡΑΦΗ ΣΤΟ ΚΑΝΑΛΙ ΜΟΥ ΠΑΡΑΚΑΛΩ
"Come check out our music channel go check out the song quot Love Me quot by J.E.M.INI If you do you are a very amazing person, thank you to all who check it out, if you don 39 t check it out you 39 re still an amazing person just for reading this post",social_promotion,"Ελάτε να δείτε το μουσικό μας κανάλι πηγαίνετε να δείτε το τραγούδι Love Me quot από τον J.E.M.INI Αν το κάνετε, είστε υπέροχος άνθρωπος, σας ευχαριστώ όλους που το τσεκάρετε, αν δεν το δείτε, 39 είστε ακόμα καταπληκτικός άνθρωπος και μόνο που διάβασε αυτή την ανάρτηση"
share and like this page to win a hand signed Rihanna photo fb Fans of Rihanna,social_promotion,κοινοποιήστε και κάντε like σε αυτήν τη σελίδα για να κερδίσετε μια υπογεγραμμένη φωτογραφία της Rihanna fb Θαυμαστές της Rihanna
check out my page ADAM B BEATS 2013,social_promotion,ρίξτε μια ματιά στη σελίδα μου ADAM B BEATS 2013
Look and shares my video please D,social_promotion,Δείτε και κοινοποιήστε το βίντεό μου παρακαλώ Δ
Like amp Subscribe watch v 5tu9gN1l310,social_promotion,Κάντε like ενισχυτή Εγγραφή ρολόι v 5tu9gN1l310
LADIES gt gt If you have a broken heart or you just want to understand guys better you should check out this underground book called The Power of the Pussy on AMAZON. Best book ever for us girls Oh...and just a warning it 39 s for 18 and over...lol,social_promotion,"ΚΥΡΙΕΣ gt gt Αν έχετε ραγισμένη καρδιά ή απλά θέλετε να καταλάβετε καλύτερα τους άντρες, ρίξτε μια ματιά σε αυτό το υπόγειο βιβλίο που ονομάζεται The Power of the Pussy στο AMAZON. Το καλύτερο βιβλίο όλων των εποχών για εμάς τα κορίτσια Ω...και μια προειδοποίηση 39 για 18 και πάνω...lol"
COFFEE LOVERS PLEASE READ Check out a song I wrote and sing on You Tube called COFFEE LOVA.Type COFFEE LOVA like I spell it while your already on You Tube hit enter.Then look for video titled COFFEE LOVA hit enter and BLAST OFF,social_promotion,"COFFEE LOVERS PLEASE AD Δείτε ένα τραγούδι που έγραψα και τραγούδησα στο You Tube που ονομάζεται COFFEE LOVA. Πληκτρολογήστε COFFEE LOVA όπως το γράφω ενώ ήδη στο You Tube χτυπάτε enter. Στη συνέχεια, αναζητήστε το βίντεο με τίτλο COFFEE LOVA hit enter και BLAST OFF"
"hey guy if you can please SUBSCRIBE to my channel i am a young dedicated rapper i post videos everyday to improve i write perform record mix edit post everyday i do a verse everyday 16 bars to improve i 39 m doing it for 365 days a whole year to improve right now i 39 m on day 46 if you guys can please like this comment so everyone can see it and follow me on my journey watch me improve everyday SUBSCRIBE PLEASE I 39 m lyrical and i keep it real help me reach my dream,help me build a fan base,THANKS",social_promotion,"Γεια σου φίλε αν μπορείς, σε παρακαλώ, Κάνε ΕΓΓΡΑΦΗ στο κανάλι μου, είμαι ένας νεαρός αφοσιωμένος ράπερ, δημοσιεύω βίντεο καθημερινά για βελτίωση γράφω εκτελώ δισκογραφική μίξη επεξεργασία ανάρτησης καθημερινά κάνω ένα στίχο καθημερινά 16 μπάρες για βελτίωση i 39 μέτρα κάνοντας το για 365 ημέρες τον χρόνο για να βελτιωθώ αυτή τη στιγμή i 39 m την 46η ημέρα, αν μπορείτε παιδιά, παρακαλώ όπως μπορείτε να το δουν όλοι και να με ακολουθήσουν στο ταξίδι μου παρακολουθήστε με να βελτιώνομαι καθημερινά ΕΓΓΡΑΦΗ ΠΑΡΑΚΑΛΩ 39 m lyrical και το κρατάω αληθινό, βοηθήστε με να φτάσω το όνειρό μου, βοηθήστε με να δημιουργήσω μια βάση θαυμαστών, ΕΥΧΑΡΙΣΤΩ"
SUBSCRIBE TO ME I MAKE MUSIC,social_promotion,ΕΓΓΡΑΦΕΙΤΕ ΣΕ ΜΕΝΑ ΚΑΝΩ ΜΟΥΣΙΚΗ
subscribe me if you love eminem,social_promotion,εγγραφείτε με αν σας αρέσει το Eminem
if you love rihanna subscribe me,social_promotion,αν αγαπάτε τη rihanna κάντε εγγραφή
CHECK OUT MY MUSIC VIDEO ON MY CHANEL,social_promotion,ΔΕΙΤΕ ΤΟ ΜΟΥΣΙΚΟ ΒΙΝΤΕΟ ΜΟΥ ΣΤΟ ΚΑΝΑΛΙ ΜΟΥ
check out our bands page on youtube killtheclockhd check out some of our original songs including quot your disguise quot,social_promotion,"ρίξτε μια ματιά στη σελίδα των συγκροτημάτων μας στο youtube killtheclockhd ρίξτε μια ματιά σε μερικά από τα αυθεντικά τραγούδια μας, συμπεριλαμβανομένης της μεταμφίεσής σας"
could you guys please check out my channel for hiphop beats,social_promotion,μπορείτε να δείτε το κανάλι μου για hiphop beats
everyone come and check out the new GTA 5 Gameplay right Here watch v 6 H0m5sAYho,social_promotion,"Όλοι ελάτε να δείτε το νέο παιχνίδι GTA 5 εδώ, δείτε το v 6 H0m5sAYho"
Hey guys I 39 m 87 cypher i am 11 years old and Rap is my life I recently made my second album desire ep . please take a moment to check out my album on YouTube thank you very much for reading every like comment and subscription counts,social_promotion,"Γεια σας παιδιά, είμαι 39 m 87 cypher, είμαι 11 χρονών και το Rap είναι η ζωή μου. Πρόσφατα έφτιαξα το δεύτερο άλμπουμ μου wish ep. αφιερώστε λίγο χρόνο για να δείτε το άλμπουμ μου στο YouTube σας ευχαριστώ πολύ που διαβάζετε κάθε σχόλιο like και συνδρομή"
Hey guys ready for more 87 Cyphers back check out my video on YouTube. NEW ALBUM IS OUT CHECK IT OUT. MORE MUSIC TOMORROW THANKS FOR READING,social_promotion,"Γεια σας παιδιά έτοιμοι για περισσότερα 87 Cyphers, δείτε το βίντεό μου στο YouTube. ΒΓΗΚΕ ΝΕΟ ΑΛΜΠΟΥΜ ΔΕΙΤΕ ΤΟ. ΠΕΡΙΣΣΟΤΕΡΗ ΜΟΥΣΙΚΗ ΑΥΡΙΟ ΕΥΧΑΡΙΣΤΩ ΠΟΥ ΔΙΑΒΑΣΑΤΕ"
Hey if you guys would not mind...could you check out my boys and my music...we just made a real lyrical song...search DNA Andrew Guasch...I appreciate it. Leave some real feedback and keep Hip Hop alive,social_promotion,"Γεια σας, αν δεν σας πείραζε... θα μπορούσατε να δείτε τα αγόρια μου και τη μουσική μου... μόλις φτιάξαμε ένα αληθινό λυρικό τραγούδι... ψάξτε στο DNA Andrew Guasch... Το εκτιμώ. Αφήστε μερικά πραγματικά σχόλια και κρατήστε το Hip Hop ζωντανό"
Hello. I only made ONE Eminem song on my channel. Could you guys just put A LIKE on it please Don 39 t need to subscribe. Thanks.,social_promotion,"Γειά σου. Έκανα μόνο ΕΝΑ τραγούδι Eminem στο κανάλι μου. Θα μπορούσατε να βάλετε ένα LIKE σε αυτό, παρακαλώ, μην χρειάζεται να εγγραφείτε. Ευχαριστώ."
"hey guys if you guys can please SUBSCRIBE to my channel ,i 39 m a young rapper really dedicated i post a video everyday ,i post a verse 16 bars part of a song everyday to improve i 39 m doing this for 365 days ,right now i 39 m on day 41 i 39 m doing it for a whole year without missing one day if you guys can please SUBSCRIBE and follow me on my journey to my dream watch me improve, it really means a lot to me thank you , i won 39 t let you down i promise i 39 m lyrical i keep it real",social_promotion,"Γεια σας παιδιά, αν μπορείτε παιδιά, ΕΓΓΡΑΦΕΙΤΕ στο κανάλι μου, είμαι 39 ετών ένας νεαρός ράπερ αφοσιωμένος, δημοσιεύω ένα βίντεο καθημερινά, δημοσιεύω ένα στίχο 16 γραμμών μέρος ενός τραγουδιού καθημερινά για βελτίωση i 39 μ. το κάνω αυτό για 365 ημέρες, αυτή τη στιγμή i 39 μ. την ημέρα 41 και 39 μ. το κάνω για έναν ολόκληρο χρόνο χωρίς να χάσετε μια μέρα, αν μπορείτε παιδιά, ΕΓΓΡΑΦΕΙΤΕ και ακολουθήστε με στο ταξίδι μου προς το όνειρό μου δείτε με να βελτιώνομαι, σημαίνει πραγματικά πολλά για μένα ευχαριστώ , κέρδισα 39 δεν σε απογοητεύω υπόσχομαι 39 μ. λυρικό το κρατάω αληθινό"
hey its M.E.S here I 39 m a young up and coming rapper and i want to get my music heard i know spam will not get me fame. but at the moment i got no way of getting a little attention so please do me a favour and check out my channel and drop a sub if you enjoy yourself. i am just getting started so i really appreciate those who take time to leave constructive criticism i already got 200 subscribers and 4000 views on my first vid i have been told i have potential,social_promotion,"hey is M.E.S εδώ, είμαι 39 ετών νέος ανερχόμενος ράπερ και θέλω να ακούγεται η μουσική μου, ξέρω ότι τα ανεπιθύμητα μηνύματα δεν θα μου κάνουν φήμη. αλλά αυτή τη στιγμή δεν έχω κανέναν τρόπο να τραβήξω λίγη προσοχή, γι' αυτό κάντε μου τη χάρη και ρίξτε μια ματιά στο κανάλι μου και αφήστε έναν sub αν σας αρέσει. Μόλις ξεκινώ, γι' αυτό εκτιμώ πραγματικά όσους αφιερώνουν χρόνο για να αφήσουν εποικοδομητική κριτική, έχω ήδη 200 συνδρομητές και 4000 προβολές στο πρώτο μου βίντεο, μου είπαν ότι έχω δυνατότητες"
"I hope everyone is in good spirits I 39 m a hard working student who 39 s also a passionate singer I look foward to the day when I can make my own music to share But for now I 39 ve just been doing covers. Check out my channel, I 39 ve done Covers of Miley Cyrus, Imagine Dragons, Lana Del Rey, Drake, Macklemore, Pink and countless others. Subscribe only if you want to. My goal isn 39 t to become famous but to inspire FYI this isn 39 t spamming, everyone has a right to freedom of speech. Thanks",social_promotion,"Ελπίζω όλοι να είναι σε καλή διάθεση. 39 είμαι σκληρά εργαζόμενος φοιτητής, 39 ετών και παθιασμένος τραγουδιστής. Ανυπομονώ για την ημέρα που θα μπορέσω να φτιάξω τη δική μου μουσική για να μοιραστώ, αλλά προς το παρόν, στα 39 μου μόλις κάνω διασκευές. Ρίξτε μια ματιά στο κανάλι μου, έχω κάνει 39 διασκευές των Miley Cyrus, Imagine Dragons, Lana Del Rey, Drake, Macklemore, Pink και αμέτρητων άλλων. Εγγραφείτε μόνο αν θέλετε. Στόχος μου δεν είναι 39 t να γίνω διάσημος, αλλά να εμπνεύσω το FYI αυτό δεν είναι 39 t spamming, όλοι έχουν δικαίωμα στην ελευθερία του λόγου. Ευχαριστώ"
check out my channel for rap and hip hop music,social_promotion,ρίξτε μια ματιά στο κανάλι μου για μουσική ραπ και χιπ χοπ
adam b beats check out my page,social_promotion,adam b beats ρίξτε μια ματιά στη σελίδα μου
i am M.E.S an aspiring young rapper with high hopes. i know you will not click this link and check out my channel. you just do not want to. well its your choice. in fact you know what DO NOT CLICK,social_promotion,Είμαι ο M.E.S ένας επίδοξος νεαρός ράπερ με μεγάλες ελπίδες. Ξέρω ότι δεν θα κάνετε κλικ σε αυτόν τον σύνδεσμο και δεν θα δείτε το κανάλι μου. απλά δεν θέλεις. καλά είναι επιλογή σου. στην πραγματικότητα ξέρετε τι ΜΗΝ ΚΑΝΕΤΕ ΚΛΙΚ
"Hey Everyone Please take a moment to read this. I work my ass off hoping to make it into the music industry but its hard to get people to hear you when you don t have money for advertisements and exposure I am a Young Artist who has dreams and goals like everybody else Please take 30 seconds and visit my channel You don t have to like me, just give me a chance to prove my talent Also, please take just 1 second of your life and Thumb this comment up it would be Super Helpful.",social_promotion,"Γεια σε όλους Παρακαλώ αφιερώστε λίγο χρόνο για να το διαβάσετε. Ελπίζω να μπω στη μουσική βιομηχανία, αλλά είναι δύσκολο να σε ακούσουν οι άνθρωποι όταν δεν έχεις χρήματα για διαφημίσεις και προβολή. Είμαι ένας νέος καλλιτέχνης που έχει όνειρα και στόχους όπως όλοι οι άλλοι. Αφιερώστε 30 δευτερόλεπτα και Επισκεφθείτε το κανάλι μου Δεν χρειάζεται να μου αρέσει, απλώς δώστε μου την ευκαιρία να αποδείξω το ταλέντο μου Επίσης, αφιερώστε μόλις 1 δευτερόλεπτο από τη ζωή σας και κάντε το σχόλιο σας, θα ήταν εξαιρετικά χρήσιμο."
PLEASE CHECK OUT MY VIDEO CALLED quot WE LOVE MIND MASTER IT quot THANKS,social_promotion,ΔΕΙΤΕ ΠΑΡΑΚΑΛΩ ΔΕΙΤΕ ΤΗ ΒΙΝΤΕΟ ΚΛΗΣΗ ΜΟΥ απόσπασμα WE LOVE MIND MASTER IT quote ΕΥΧΑΡΙΣΤΩ
Okay trust me I 39 m doing a favor. You NEED to check out this guy named Columbus Nelson on YouTube.,social_promotion,"Εντάξει, πιστέψτε με, 39 μέτρα κάνω μια χάρη. ΠΡΕΠΕΙ να δείτε αυτόν τον τύπο που ονομάζεται Columbus Nelson στο YouTube."
I agree they are just damn spammers. They suck. I Am trying to do the same and get known. I know the feeling. I will help you out and leave likes and comments on your page. I hope you could do the same and maybe subscribe to me that would be awesome thanks,social_promotion,"Συμφωνώ ότι είναι απλώς καταραμένοι spammers. Είναι χάλια. Το ίδιο προσπαθώ να κάνω και να γίνω γνωστός. Ξέρω το συναίσθημα. Θα σας βοηθήσω και θα αφήσω like και σχόλια στη σελίδα σας. Ελπίζω να μπορούσατε να κάνετε το ίδιο και ίσως εγγραφείτε σε εμένα, αυτό θα ήταν φοβερό ευχαριστώ"
adam b beats check out my page 2013,social_promotion,adam b beats ρίξτε μια ματιά στη σελίδα μου 2013
CHECK OUT THESE LYRICS watch v yUTTX04oyqQ,social_promotion,ΔΕΙΤΕ ΑΥΤΟΥΣ ΤΟΥΣ ΣΤΙΧΟΥΣ ρολόι v yUTTX04oyqQ
PLEASE READ Hey everyone I 39 m a 19 year old student who loves to sing. I record and upload covers on my channel. I would love if you could check them out. Just give me a chance. You don 39 t have to thumbs up or subscribe But you can if you like what your hear Just listen. I 39 d really appreciate. THANK YOU for your time.,social_promotion,"ΠΑΡΑΚΑΛΩ ΔΙΑΒΑΣΤΕ Γεια σε όλους. 39 μ. 19χρονος μαθητής που του αρέσει να τραγουδάει. Ηχογραφώ και ανεβάζω εξώφυλλα στο κανάλι μου. Θα ήθελα πολύ αν μπορούσατε να τα ελέγξετε. Απλά δώσε μου μια ευκαιρία. Δεν χρειάζεται να επιδοκιμάζετε ή να εγγραφείτε, αλλά μπορείτε, αν σας αρέσει αυτό που ακούτε, απλώς ακούστε. Εκτιμώ πραγματικά. Σας ευχαριστώ για το χρόνο σας."
"Hi I 39 m lil m Check out love the way you lie My live performance and many others,,, videos and my own lyrics Thanks",social_promotion,"Γεια σας, 39 μ. lil m Δείτε love the way you lie Η ζωντανή μου εμφάνιση και πολλοί άλλοι,,, βίντεο και οι δικοί μου στίχοι Ευχαριστώ"
I 39 m subscribing to you just because your comment was that great.,social_promotion,Εγγραφώ 39 σε εσάς μόνο και μόνο επειδή το σχόλιό σας ήταν υπέροχο.
Terrance. .thank you for serving our country. How do i quot like you quot or quot subscribe quot,social_promotion,Βεράντα. .ευχαριστούμε που υπηρετείτε τη χώρα μας. Πώς μπορώ να παραθέσω όπως εσείς quot ή quot συνδρομή quot
Hey everyone check out my channel leave a like and subscribe please and if there is a song you want me to do post the name in the comments and I will get on to it Thanks,social_promotion,Γεια σας όλοι ρίξτε μια ματιά στο κανάλι μου αφήστε ένα like και μια εγγραφή παρακαλώ και αν θέλετε κάποιο τραγούδι να κάνω δημοσιεύστε το όνομα στα σχόλια και θα συνεχίσω σε αυτό Ευχαριστώ
Hi everyone. We are a duo and we are starting to record freestyles and put them on youtube. If any of you could check it out and like comment it would mean so much to us because we love doing this. We may not have the best recording equipment but if you listen to our lyrics and rhymes I think you 39 ll like it. If you do then please subscribe and share because we love making these videos and we want you to like them as much as possible so feel free to comment and give us pointers Thank you,social_promotion,"Γεια σε όλους. Είμαστε ένα δίδυμο και αρχίζουμε να ηχογραφούμε freestyle και να τα βάζουμε στο youtube. Αν κάποιος από εσάς μπορούσε να το ελέγξει και να κάνει like στο σχόλιο θα σήμαινε τόσα πολλά για εμάς γιατί μας αρέσει να το κάνουμε αυτό. Μπορεί να μην έχουμε τον καλύτερο εξοπλισμό ηχογράφησης, αλλά αν ακούσετε τους στίχους και τις ρίμες μας νομίζω ότι θα σας αρέσει. Αν το κάνετε τότε, εγγραφείτε και κοινοποιήστε γιατί μας αρέσει να κάνουμε αυτά τα βίντεο και θέλουμε να σας αρέσουν όσο το δυνατόν περισσότερο, γι' αυτό μην διστάσετε να σχολιάσετε και να μας δώσετε υποδείξεις Ευχαριστούμε"
