Message,gtrans_el,Spam
We tried to contact you re your reply to our offer of a Video Handset 750 anytime networks mins UNLIMITED TEXT Camcorder Reply or call 08000930705 NOW,Προσπαθήσαμε να επικοινωνήσουμε μαζί σας για την απάντησή σας στην προσφορά μας για ένα Video Handset 750 οποιαδήποτε στιγμή δίκτυα λεπτά ΑΠΕΡΙΟΡΙΣΤΟ ΚΕΙΜΕΝΟ Βιντεοκάμερα Απαντήστε ή καλέστε στο 08000930705 ΤΩΡΑ,advertisement
"Thanks for your ringtone order, ref number K718. Your mobile will be charged 4.50. Should your tone not arrive please call customer services on 09065069120","Ευχαριστούμε για την παραγγελία του ήχου κλήσης σας, αριθμός αναφοράς K718. Το κινητό σας θα χρεωθεί 4,50. Σε περίπτωση που ο ήχος σας δεν φτάσει, καλέστε την εξυπηρέτηση πελατών στο 09065069120",phising
RGENT This is the 2nd attempt to contact U U have WON 1250 CALL 09071512433 b4 050703 T CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max 7. 50,RGENT Αυτή είναι η 2η προσπάθεια επικοινωνίας με το U. Έχετε ΚΕΡΔΙΣΕΙ 1250 ΚΑΛΕΣΤΕ 09071512433 b4 050703 T CsBCM4235WC1N3XX. Κόστος κλήσης 150 σελ./λεπτό για κινητά ποικίλλει. μέγιστο 7.50,advertisement
"Spook up your mob with a Halloween collection of a logo pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo pic","Εκνευρίστε τον όχλο σας με μια συλλογή αποκριών με ένα μήνυμα φωτογραφίας με λογότυπο και έναν δωρεάν απόκοσμο τόνο, txt CARD SPOOK to 8007 zed 08701417012150p ανά φωτογραφία με λογότυπο",phising
Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2,Αγαπητέ κάτοχο κουπονιού 2 διεκδικήστε τα εισιτήρια σας για το σαλόνι αεροδρομίου 1ης θέσης όταν χρησιμοποιείτε το κουπόνι διακοπών σας καλέστε στο 08704439680. Κατά την κράτηση προσφοράς 1ης θέσης x 2,advertisement
Urgent Please call 09061743811 from landline. Your ABTA complimentary 4 Tenerife Holiday or 5000 cash await collection SAE T Cs Box 326 CW25WX 150ppm,Επείγον Καλέστε στο 09061743811 από σταθερό. Η δωρεάν συλλογή ABTA 4 Tenerife Holiday ή 5000 μετρητά σε αναμονή SAE T Cs Box 326 CW25WX 150ppm,phising
LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you enjoy one gbp sms,Η ΖΩΗ δεν ήταν ποτέ τόσο διασκεδαστική και υπέροχη μέχρι που μπήκες. Την έκανες πραγματικά ξεχωριστή για μένα. Δεν θα ξεχάσω να απολαύσετε ένα sms ενός gbp,advertisement
"URGENT Your Mobile No. was awarded 2000 Bonus Caller Prize on 5 9 03 This is our final try to contact U Call from Landline 09064019788 BOX42WR29C, 150PPM","ΕΠΕΙΓΟΝ Ο αριθμός του κινητού σας απονεμήθηκε 2000 Bonus Caller Prize στο 5 9 03 Αυτή είναι η τελευταία μας προσπάθεια να επικοινωνήσουμε μαζί μας Κλήση U από σταθερό τηλέφωνο 09064019788 BOX42WR29C, 150PPM",phising
it to 80488. Your 500 free text messages are valid until 31 December 2005.,στο 80488. Τα 500 δωρεάν μηνύματα κειμένου σας ισχύουν έως τις 31 Δεκεμβρίου 2005.,advertisement
Sexy Singles are waiting for you Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,Σέξι Singles σας περιμένουν Στείλτε μήνυμα με την ΗΛΙΚΙΑ σας ακολουθούμενη από το ΦΥΛΟ σας ως ακρώμιο M ή F E.G.23F. Για τους ομοφυλόφιλους άντρες στείλτε μήνυμα στην AGE σας ακολουθούμενη από ένα G. π.χ.23G.,advertisement
Summers finally here Fancy a chat or flirt with sexy singles in yr area To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,Τα καλοκαίρια επιτέλους εδώ Διασκεδάστε μια συνομιλία ή φλερτάρετε με σέξι single στην περιοχή του έτους Για να ταιριάξετε απλά απαντήστε ΚΑΛΟΚΑΙΡΙ τώρα. Δωρεάν 2 Εγγραφείτε. OptOut txt STOP Help08714742804,advertisement
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,Προσπαθήσαμε να σας καλέσουμε για να απαντήσετε στα sms μας για βιντεοκάμερα 750 λεπτών ΑΠΕΡΙΟΡΙΣΤΟ ΚΕΙΜΕΝΟ ΔΩΡΕΑΝ βιντεοκάμερα Απαντήστε ή καλέστε τώρα 08000930705 Πέμ.,advertisement
"Sppok up ur mob with a Halloween collection of nokia logo pic message plus a FREE eerie tone, txt CARD SPOOK to 8007","Ανακαλύψτε τον όχλο σας με μια συλλογή αποκριάτικων μηνυμάτων με λογότυπο nokia συν ένα ΔΩΡΕΑΝ απόκοσμο τόνο, txt CARD SPOOK to 8007",phising
25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys zed 08701417012 profit 2 charity.,25p 4 alfie Moon's Children in need τραγούδι στο ur mob. Πες στους m8s. Φιλανθρωπικό Txt Tone to 8007 for Nokias ή Poly charity for polys zed 08701417012 profit 2 φιλανθρωπικό.,phising
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,Νέο TEXTBUDDY Chat 2 καυλιάρηδες τύποι στην περιοχή σας 4 μόλις 25p Δωρεάν 2 λάβετε τον ταχυδρομικό κώδικα Αναζήτησης ή στο gaytextbuddy.com. TXT ONE όνομα στο 89693,advertisement
"Thank you, winner notified by sms. Good Luck No future marketing reply STOP to 84122 customer services 08450542832","Ευχαριστώ, ο νικητής ειδοποιήθηκε με sms. Καλή τύχη Καμία μελλοντική απάντηση μάρκετινγκ STOP σε 84122 υπηρεσίες πελατών 08450542832",advertisement
"Congratulations Thanks to a good friend U have WON the 2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW Only 10p per minute. BT national rate.","Συγχαρητήρια Χάρη σε έναν καλό φίλο που ΚΕΡΔΙΣΕ το έπαθλο των 2.000 Χριστουγέννων. Η αξίωση 2 είναι εύκολη, απλά καλέστε στο 08718726971 ΤΩΡΑ Μόνο 10p ανά λεπτό. Εθνικός συντελεστής BT.",phising
A link to your picture has been sent. You can also use Link,Ένας σύνδεσμος για την εικόνα σας έχει σταλεί. Μπορείτε επίσης να χρησιμοποιήσετε το Link,phising
You have won a guaranteed 32000 award or maybe even 1000 cash to claim ur award call free on 0800 ..... 18 . Its a legitimat efreefone number wat do u think,"Έχετε κερδίσει ένα εγγυημένο βραβείο 32000 ή ίσως και 1000 μετρητά για να διεκδικήσετε το βραβείο σας καλέστε δωρεάν στο 0800 ..... 18 . Είναι ένας νόμιμος αριθμός δωρεάν τηλεφώνου, όπως νομίζετε",phising
Do you want a New Nokia 3510i colour phone DeliveredTomorrow With 300 free minutes to any mobile 100 free texts Free Camcorder reply or call 08000930705,Θέλετε ένα νέο έγχρωμο τηλέφωνο Nokia 3510i να παραδοθεί αύριο με 300 δωρεάν λεπτά σε οποιοδήποτε κινητό 100 δωρεάν γραπτά μηνύματα Δωρεάν βιντεοκάμερα απαντήστε ή καλέστε στο 08000930705,advertisement
"For ur chance to win 250 cash every wk TXT PLAY to 83370. T's C's www.music trivia.net custcare 08715705022, 1x150p wk.","Για να έχετε την ευκαιρία να κερδίσετε 250 μετρητά κάθε εβδομάδα TXT PLAY στο 83370. T's C's www.music trivia.net custcare 08715705022, 1x150p εβδομ.",phising
Had your mobile 10 mths Update to latest Orange camera video phones for FREE. Save s with Free texts weekend calls. Text YES for a callback orno to opt out,Είχατε το κινητό σας 10 μήνες ΔΩΡΕΑΝ Ενημερώστε τα πιο πρόσφατα τηλέφωνα με κάμερα Orange. Αποθήκευση με δωρεάν SMS κλήσεις Σαββατοκύριακου. Στείλτε μήνυμα YES για επανάκληση ή όχι για εξαίρεση,advertisement
"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a 500 prize Txt word COLLECT to No 83355 TC LLC NY USA 150p Mt msgrcvd18","ΕΣΕΙΣ 07801543489 έχετε εγγυημένα τα πιο πρόσφατα Nokia Phone, ένα iPod MP3 player 40 GB ή μια λέξη Txt 500 βραβείων COLLECT to No 83355 TC LLC NY USA 150p Mt msgrcvd18",advertisement
Your next amazing xxx PICSFREE1 video will be sent to you enjoy If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,"Το επόμενο καταπληκτικό βίντεο xxx PICSFREE1 θα σας σταλεί, απολαύστε το Εάν ένα βίντεο δεν είναι αρκετό για κείμενο 2 ημερών, επιστρέψτε τη λέξη-κλειδί PICSFREE1 για να λάβετε το επόμενο βίντεο.",advertisement
"U've been selected to stay in 1 of 250 top British hotels FOR NOTHING Holiday valued at 350 Dial 08712300220 to claim National Rate Call. Bx526, SW73SS","Έχετε επιλεγεί για διαμονή σε 1 από τα 250 κορυφαία βρετανικά ξενοδοχεία FOR NOTHING Holiday αξίας 350 Καλέστε στο 08712300220 για να διεκδικήσετε την κλήση Εθνικής Τιμής. Bx526, SW73SS",phising
FROM 88066 LOST 12 HELP,ΑΠΟ 88066 ΧΑΘΗΚΕ 12 ΒΟΗΘΕΙΑ,phising
1000's of girls many local 2 u who r virgins 2 this r ready 2 4fil ur every sexual need. Can u 4fil theirs text CUTE to 69911 1.50p. m,"1000 κορίτσια πολλά ντόπια 2 που είναι παρθένα 2 αυτά είναι έτοιμα 2 4 καλύπτουν κάθε σεξουαλική σου ανάγκη. Μπορείτε να στείλετε το δικό τους κείμενο CUTE σε 69911 1,50p. Μ",advertisement
2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info T's C's. Text stop to opt out,2 p ανά λεπτό για να καλέσετε τη Γερμανία στο 08448350055 από τη γραμμή BT σας. Μόλις 2 p ανά λεπτό. Ελέγξτε το PlanetTalkInstant.com για πληροφορίες C's T. Αποστολή μηνύματος κειμένου για εξαίρεση,advertisement
You have 1 new message. Please call 08718738034.,Έχετε 1 νέο μήνυμα. Καλέστε στο 08718738034.,phising
Back 2 work 2morro half term over Can U C me 2nite 4 some sexy passion B4 I have 2 go back Chat NOW 09099726481 Luv DENA Calls 1 minMobsmoreLKPOBOX177HP51FL,Πίσω 2 δουλειά 2morro ημίχρονο πέρα ​​από Can U C me 2nite 4 κάποιο σέξι πάθος B4 Έχω 2 επιστροφή Chat ΤΩΡΑ 09099726481 Luv DENA Κλήσεις 1 λεπτόMobsmoreLKPOBOX177HP51FL,advertisement
85233 FREE Ringtone Reply REAL,85233 ΔΩΡΕΑΝ απάντηση ήχου κλήσης ΠΡΑΓΜΑΤΙΚΟ,phising
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now videochat wid your mates, play java games, Dload polyPH music, noline rentl.","Συγχαρητήρια 2 κινητά 3G Videophones δικά σας. καλέστε στο 09063458130 τώρα συνομιλία μέσω βίντεο με τους συντρόφους σας, παίξτε παιχνίδια java, Λήψη μουσικής polyPH, ενοικίαση στο διαδίκτυο.",phising
Ur cash balance is currently 500 pounds to maximize ur cash in now send CASH to 86688 only 150p msg. CC 08718720201 PO BOX 114 14 TCR W1,"Το υπόλοιπο μετρητών σας είναι αυτήν τη στιγμή 500 λίρες για να μεγιστοποιήσετε τα μετρητά σας, τώρα στείλτε CASH στο 86688 μόνο 150 pms. CC 08718720201 PO BOX 114 14 TCR W1",phising
"Dear Matthew please call 09063440451 from a landline, your complimentary 4 Lux Tenerife holiday or 1000 CASH await collection. ppm150 SAE T Cs Box334 SK38XH.","Αγαπητέ Matthew, καλέστε στο 09063440451 από σταθερό τηλέφωνο, τη δωρεάν παραλαβή σας για διακοπές 4 Lux Tenerife ή 1000 CASH σε αναμονή. ppm150 SAE T Cs Box334 SK38XH.",phising
Had your mobile 11 months or more U R entitled to Update to the latest colour mobiles with camera for Free Call The Mobile Update Co FREE on 08002986030,Είχατε το κινητό σας 11 μήνες ή περισσότερους δικαιούχους να ενημερώσετε τα πιο πρόσφατα έγχρωμα κινητά με κάμερα για Δωρεάν Κλήση The Mobile Update Co ΔΩΡΕΑΝ στο 08002986030,advertisement
Congratulations YOU'VE Won. You're a Winner in our August 1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,Συγχαρητήρια ΚΕΡΔΙΣΕΙΣ. Είστε νικητής στην κλήρωση βραβείων του Αυγούστου 1000. Καλέστε ΤΩΡΑ στο 09066660100. Κωδικός Βραβείου 2309.,phising
"URGENT Your mobile number WON a 2000 Bonus Caller prize on 10 06 03 This is the 2nd attempt to reach you Call 09066368753 ASAP Box 97N7QP, 150ppm","ΕΠΕΙΓΟΝ Ο αριθμός του κινητού σας ΚΕΡΔΙΣΕ ένα έπαθλο 2000 Bonus Caller στο 10 06 03 Αυτή είναι η 2η προσπάθεια επικοινωνίας μαζί σας Καλέστε 09066368753 ASAP Box 97N7QP, 150ppm",phising
"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive 5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29 03 05 or your prize will be transferred to someone else....","Γεια σας, αυτή είναι η Mandy Sullivan που καλεί από το HOTMIX FM...επιλέξατε να λάβετε 5000,00 στην κλήρωση του Πασχαλινού Βραβείου μας.....Τηλεφωνήστε στο 09041940223 για να διεκδικήσετε πριν το 29 03 05 διαφορετικά το βραβείο σας θα μεταφερθεί σε κάποιον άλλο... .",phising
You can donate 2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. 2.50 will be added to your next bill,"Μπορείτε να δωρίσετε 2,50 στο ταμείο υποστήριξης ασιατικών καταστροφών για τσουνάμι της UNICEF στέλνοντας μήνυμα DONATE στο 864233. Το 2,50 θα προστεθεί στον επόμενο λογαριασμό σας",phising
PRIVATE Your 2003 Account Statement for shows 800 un redeemed S. I. M. points. Call 08715203652 Identifier Code 42810 Expires 29 10 0,ΙΔΙΩΤΙΚΟ Η κατάσταση λογαριασμού 2003 για εμφανίζει 800 μη εξαργυρωμένους πόντους S. I. M.. Καλέστε 08715203652 Κωδικός αναγνώρισης 42810 Λήγει 29 10 0,phising
"Someone has contacted our dating service and entered your phone becausethey fancy you To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p","Κάποιος επικοινώνησε με την υπηρεσία γνωριμιών μας και εισήγαγε το τηλέφωνό σας επειδή σας αρέσει Για να μάθετε ποιος είναι καλέστε από ένα σταθερό τηλέφωνο 09058098002. PoBox1, W14RG 150p",advertisement
From next month get upto 50 More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost 1.50 min MobcudB more,"Από τον επόμενο μήνα λάβετε έως και 50 περισσότερες κλήσεις 4 Ur τυπική χρέωση δικτύου 2 ενεργοποίηση Κλήση 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Κόστος 1,50 λεπτά MobcudB περισσότερα",advertisement
1st wk FREE Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia 150p Poly 200p 16,1η εβδομάδα ΔΩΡΕΑΝ Gr8 τόνοι str8 2 u κάθε εβδομάδα. Txt NOKIA ON σε 8007 για κλασικούς ήχους Nokia ή HIT ON στο 8007 για Polys. Nokia 150p Poly 200p 16,phising
Bought one ringtone and now getting texts costing 3 pound offering more tones etc,Αγόρασα έναν ήχο κλήσης και τώρα λαμβάνω μηνύματα που κοστίζουν 3 λίβρες που προσφέρουν περισσότερους ήχους κ.λπ,phising
FreeMsg Feelin kinda lnly hope u like 2 keep me company Jst got a cam moby wanna c my pic Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,"FreeMsg Feelin ελπίζω να σας αρέσουν οι 2 να με κρατήσετε παρέα Πήρα μια κάμερα, θα ήθελα να στείλετε τη φωτογραφία μου Txt ή να απαντήσετε DATE to 82242 Msg150p 2rcv Hlp 08712317606 σταματήστε στο 82242",advertisement
"FreeMsg Hey U, i just got 1 of these video pic fones, reply WILD to this txt ill send U my pics, hurry up Im so bored at work xxx 18 150p rcvd STOP2stop","FreeMsg Γεια σου, μόλις έλαβα 1 από αυτά τα αρχεία εικόνας βίντεο, απαντήστε ΑΓΡΙΑ σε αυτό το txt, δεν θα στείλω τις φωτογραφίες μου, βιαστείτε βαριέμαι τόσο πολύ στη δουλειά xxx 18 150p rcvd STOP2stop",advertisement
YOU ARE CHOSEN TO RECEIVE A 350 AWARD Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,ΕΠΙΛΕΓΕΤΕ ΓΙΑ ΝΑ ΛΑΒΕΤΕ ΕΝΑ ΒΡΑΒΕΙΟ 350 Παρακαλούμε καλέστε τον αριθμό αξίωσης 09066364311 για να παραλάβετε το βραβείο σας το οποίο έχετε επιλέξει να λάβετε ως αξιόλογος πελάτης κινητής τηλεφωνίας.,phising
Todays Voda numbers ending 5226 are selected to receive a 350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app,"Οι σημερινοί αριθμοί Voda με κατάληξη 5226 επιλέγονται για να λάβουν βραβείο 350. Εάν έχετε έναν αγώνα, καλέστε στο 08712300220 αναφέροντας τον κωδικό αξίωσης 1131 την εφαρμογή τυπικών τιμών",advertisement
Todays Voda numbers ending 1225 are selected to receive a 50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,"Οι σημερινοί αριθμοί Voda που λήγουν 1225 επιλέγονται για να λάβουν 50 βραβείο. Εάν έχετε ένα ταίριασμα, καλέστε στο 08712300220 αναφέροντας τον κωδικό αξίωσης 3100 εφαρμογή τυπικών τιμών",advertisement
"Goal Arsenal 4 Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.","Γκολ Arsenal 4 Henry, 7 v Liverpool 2 Ο Henry σκοράρει με ένα απλό σουτ από 6 γιάρδες από πάσα του Bergkamp δίνοντας διαφορά 2 γκολ στην Άρσεναλ μετά από 78 λεπτά.",advertisement
Guess what Somebody you know secretly fancies you Wanna find out who it is Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p min 18,Μαντέψτε τι σας φαντάζεται κρυφά κάποιος που γνωρίζετε Θέλετε να μάθετε ποιος είναι Καλέστε μας στο 09065394514 Από Σταθερό DATEBox1282EssexCM61XN 150p λεπτά 18,advertisement
You are a winner U have been specially selected 2 receive 1000 or a 4 holiday flights inc speak to a live operator 2 claim 0871277810910p min 18,Είστε νικητής. Έχετε επιλεγεί ειδικά 2 λάβετε 1000 ή 4 πτήσεις διακοπών συμπεριλαμβανομένων μιλήστε σε έναν ζωντανό χειριστή 2 αξίωση 0871277810910p min 18,phising
Dorothy kiefer.com Bank of Granite issues Strong Buy EXPLOSIVE PICK FOR OUR MEMBERS UP OVER 300 Nasdaq Symbol CDGT That is a 5.00 per..,"Η Dorothy kiefer.com Bank of Granite εκδίδει Ισχυρή Αγορά ΕΚΡΗΚΤΙΚΗ ΕΠΙΛΟΓΗ ΓΙΑ ΤΑ ΜΕΛΗ ΜΑΣ ΠΑΝΩ ΑΠΟ 300 Σύμβολο Nasdaq CDGT Αυτό είναι 5,00 ανά..",phising
Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code XXXXX Expires 26.03.05,Ο λογαριασμός σας για το 2004 για το 07XXXXXXXXX εμφανίζει 786 πόντους που δεν έχουν εξαργυρωθεί. Για αξίωση καλέστε στο 08719181259 Κωδικός αναγνώρισης XXXXX Λήγει 26.03.05,phising
"You have won 1,000 cash or a 2,000 prize To claim, call09050000327. T C RSTM, SW7 3SS. 150ppm","Έχετε κερδίσει 1.000 μετρητά ή ένα έπαθλο 2.000 Για να διεκδικήσετε, καλέστε 09050000327. T C RSTM, SW7 3SS. 150 ppm",phising
Warner Village 83118 C Colin Farrell in SWAT this wkend Warner Village get 1 free med. Popcorn Just show msg ticket kiosk.Valid 4 7 12. C t c kiosk. Reply SONY 4 mre film offers,Warner Village 83118 C Colin Farrell στο SWAT αυτήν την εβδομάδα Το Warner Village λαμβάνει 1 δωρεάν φάρμακο. Popcorn Just show msg ticket kiosk.Ισχύει 4 7 12. C t c kiosk. Απάντηση SONY 4 m προσφορές ταινιών,advertisement
URGENT We are trying to contact U. Todays draw shows that you have won a 800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,ΕΠΕΙΓΟΝ Προσπαθούμε να επικοινωνήσουμε με το U. Η σημερινή κλήρωση δείχνει ότι έχετε κερδίσει ένα έπαθλο 800 ΕΓΓΥΗΜΕΝΟ. Καλέστε στο 09050003091 από σταθερό. Αξίωση C52. Ισχύει μόνο για 12 ώρες,phising
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call.","Η ΕΥΚΑΙΡΙΑ ΣΑΣ ΝΑ ΕΙΣΤΕ ΣΕ ΜΙΑ ΠΑΡΑΣΤΑΣΗ ΦΑΝΤΑΣΙΑΣ ΠΡΑΓΜΑΤΙΚΟΤΗΤΑΣ καλέστε τώρα στο 08707509020 Μόλις 20p ανά λεπτό NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 είναι μια κλήση εθνικής χρέωσης.",advertisement
WIN a year supply of CDs 4 a store of ur choice worth 500 enter our 100 Weekly draw txt MUSIC to 87066 Ts Cs www.Ldew.com.subs16 1win150ppmx3,"ΚΕΡΔΙΣΤΕ προμήθεια CD 4 ένα χρόνο από ένα κατάστημα της επιλογής σας αξίας 500, μπείτε στις 100 εβδομαδιαίες κληρώσεις txt MUSIC σε 87066 Ts Cs www.Ldew.com.subs16 1win150ppmx3",advertisement
Hard LIVE 121 chat just 60p min. Choose your girl and connect LIVE. Call 09094646899 now Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,Hard LIVE 121 chat μόλις 60p min. Επιλέξτε το κορίτσι σας και συνδεθείτε LIVE. Καλέστε στο 09094646899 τώρα τη μεγαλύτερη ζωντανή υπηρεσία Cheap Chat του Ηνωμένου Βασιλείου. VU BCM1896WC1N3XX,advertisement
December only Had your mobile 11mths You are entitled to update to the latest colour camera mobile for Free Call The Mobile Update Co FREE on 08002986906,Μόνο Δεκέμβριος Είχε το κινητό σας 11 μήνες Έχετε το δικαίωμα να ενημερώσετε την πιο πρόσφατη έγχρωμη κάμερα κινητού για Δωρεάν Κλήση The Mobile Update Co ΔΩΡΕΑΝ στο 08002986906,advertisement
Update Now 12Mths Half Price Orange line rental 400mins...Call MobileUpd8 on 08000839402 or call2optout J5Q,Ενημέρωση τώρα 12 μήνες ενοικίαση πορτοκαλί γραμμής μισής τιμής 400 λεπτά...Καλέστε το MobileUpd8 στο 08000839402 ή call2optout J5Q,advertisement
Thanks 4 your continued support Your question this week will enter u in2 our draw 4 100 cash. Name the NEW US President txt ans to 80082,Ευχαριστώ 4 η συνεχής υποστήριξή σας Η ερώτησή σας αυτή την εβδομάδα θα μπει στην κλήρωση 4 100 μετρητά. Ονομάστε τον ΝΕΟ Πρόεδρο των ΗΠΑ txt ans στο 80082,advertisement
U have a secret admirer who is looking 2 make contact with U find out who they R reveal who thinks UR so special call on 09058094599,Έχετε έναν κρυφό θαυμαστή που ψάχνει 2 επικοινωνήστε μαζί του Μάθετε ποιον αποκαλύπτουν ποιος πιστεύει ότι το UR είναι τόσο ιδιαίτερο καλέστε στο 09058094599,advertisement
"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.","Δωρεάν μήνυμα. Λυπούμαστε, μια υπηρεσία που παραγγείλατε από το 81303 δεν μπόρεσε να παραδοθεί καθώς δεν έχετε επαρκή πίστωση. Παρακαλώ συμπληρώστε για να λάβετε την υπηρεσία.",phising
important information 4 orange user . today is your lucky day 2find out why log onto Link THERE'S A FANTASTIC SURPRISE AWAITING YOU,"σημαντικές πληροφορίες 4 πορτοκαλί χρήστη . Σήμερα είναι η τυχερή σας ημέρα 2, μάθετε γιατί συνδεθείτε στο Link. ΣΑΣ ΠΕΡΙΜΕΝΕΙ ΜΙΑ ΦΑΝΤΑΣΤΙΚΗ ΕΚΠΛΗΞΗ",advertisement
Sorry I missed your call let's talk when you have the time. I'm on 07090201529,"Συγγνώμη που έχασα την κλήση σας, ας μιλήσουμε όταν έχετε χρόνο. Είμαι στο 07090201529",phising
"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles CRAZYIN, SLEEPINGWITH, FINEST, YMCA getzed.co.uk POBox365O4W45WQ 300p","Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 π.χ. POLY BREATHE1 Τίτλοι CRAZYIN, SLEEPINGWITH, FINEST, YMCA getzed.co.uk POBox365O4W45WQ 300p",phising
"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call","HOT LIVE FANTASIES καλέστε τώρα 08707509020 Μόλις 20p ανά λεπτό NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 είναι μια κλήση εθνικής χρέωσης",advertisement
"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply www.orange.co.uk ow","Γεια σας από το Orange. Για 1 μήνα δωρεάν πρόσβαση σε παιχνίδια, ειδήσεις και αθλήματα, καθώς και 10 δωρεάν μηνύματα κειμένου και 20 φωτογραφικά μηνύματα, απαντήστε ΝΑΙ. Ισχύουν όροι www.orange.co.uk ow",advertisement
"You are being contacted by our dating service by someone you know To find out who it is, call from a land line 09050000878. PoBox45W2TG150P","Η υπηρεσία γνωριμιών μας επικοινωνεί μαζί σας από κάποιον που γνωρίζετε Για να μάθετε ποιος είναι, καλέστε από σταθερό τηλέφωνο 09050000878. PoBox45W2TG150P",advertisement
FREE POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now 16 SN PoBox202 NR31 7ZS subscription 450pw,ΔΩΡΕΑΝ POLYPHONIC RINGTONE Στείλτε μήνυμα SUPER στο 87131 για να αποκτήσετε το ΔΩΡΕΑΝ POLY TONE της εβδομάδας τώρα συνδρομή 16 SN PoBox202 NR31 7ZS 450 pw,phising
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed Free entry 2 100 wkly draw txt MUSIC to 87066,Συγχαρητήρια για την απονομή 500 κουπονιών CD ή 125 δώρων με εγγύηση Δωρεάν είσοδος 2 100 εβδομαδιαίες κλήρωση txt MUSIC to 87066,phising
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW Only 10p per min. BT national rate","Αυτή είναι η 2η φορά που δοκιμάζουμε 2 επικοινωνήστε μαζί σας. Έχετε κερδίσει το έπαθλο των 750 λιρών. 2 αξίωση είναι εύκολη, καλέστε στο 08712101358 ΤΩΡΑ Μόνο 10p ανά λεπτό. Εθνικός συντελεστής BT",phising
Valentines Day Special Win over 1000 in our quiz and take your partner on the trip of a lifetime Send GO to 83600 now. 150p msg rcvd. CustCare 08718720201,Ειδική προσφορά για την Ημέρα του Αγίου Βαλεντίνου Κερδίστε πάνω από 1000 στο κουίζ μας και πάρτε τον σύντροφό σας στο ταξίδι μιας ζωής Στείλτε GO στο 83600 τώρα. 150 pmsg rcvd. CustCare 08718720201,advertisement
