Message,Category,gtrans_el
ALL SCHOOL DROP OUTS I KNEW AS FRIENDS BEFORE THEY DECIDED TO DROP SCHOOL THINK THERE IS NO NEED FOR AN ID CARD OR A CERTIFICATION TO PROVE YOU ARE AN EDUCATED CLEAN IN CRIMINAL RECORD TALENTED PERSON TO WORK IN ANY ENTERTAINMENT FIELD WORLDWIDE. THEY THINK THEY COULD BE RICH ENTERTAINERS BY CONSOLIDATING WITH ACTORS ACTRESSES AS WELL AS SINGERS FOR A SHARE OF PROFIT S .,1,ΟΛΕΣ ΟΙ ΠΑΡΑΤΗΡΗΣΕΙΣ ΤΟ ΣΧΟΛΕΙΟ ΓΝΩΡΙΖΑ ΩΣ ΦΙΛΟΙ ΠΡΙΝ ΑΠΟΦΑΣΙΣΟΥΝ ΝΑ ΔΙΑΛΕΙΨΟΥΝ ΤΟ ΣΧΟΛΕΙΟ ΝΟΜΙΖΩ ΟΤΙ ΔΕΝ ΧΡΕΙΑΖΕΤΑΙ ΑΥΤΟΚΙΝΗΤΟ Ή ΠΙΣΤΟΠΟΙΗΤΙΚΟ ΓΙΑ ΝΑ ΑΠΟΔΕΙΞΕΤΕ ΟΤΙ ΕΙΣΤΕ ΕΚΠΑΙΔΕΥΜΕΝΟΣ ΚΑΘΑΡΙΣΜΟΣ ΣΕ ΠΟΙΝΙΚΟ ΜΗΤΡΩΟΗ ΤΑΛΑΝΤΟΥΜΕΝΟΣ ΛΟΓΟΣ. ΝΟΜΙΖΟΥΝ ΟΤΙ ΘΑ ΜΠΟΡΟΥΝ ΝΑ ΕΙΝΑΙ ΠΛΟΥΣΙΕΣ ΔΙΑΣΚΕΔΑΣΤΕΣ ΣΥΓΚΕΝΤΡΩΣΕΙΣ ΜΕ ΗΘΟΠΟΙΟΥΣ ΗΘΟΠΟΙΟΥΣ ΚΑΘΩΣ ΚΑΙ ΤΡΑΓΟΥΔΙΣΤΕΣ ΓΙΑ ΜΕΡΙΔΙΟ ΚΕΡΔΟΥΣ S .
View 851.247.920 Merci lt 3,1,Προβολή 851.247.920 Merci lt 3
We can have a party next share,1,Μπορούμε να κάνουμε ένα πάρτι στο επόμενο μερίδιο
Lol check out my chanell and subscribe please i want 5000 subs that is it i am nearly their now,1,"Λολ ρίξτε μια ματιά στο κανάλι μου και εγγραφείτε παρακαλώ θέλω 5000 συνδρομητές, δηλαδή είμαι σχεδόν εκεί τώρα"
SUBSCRIBE me. if you do that leave your name so i can subs back,1,ΚΑΝΤΕ ΕΓΓΡΑΦΗ με. αν το κάνετε αυτό αφήστε το όνομά σας για να μπορέσω να επιστρέψω
Please subscribe to my channel Thanks,1,Παρακαλώ εγγραφείτε στο κανάλι μου Ευχαριστώ
hey guys i am 17 years old remixer and producer and i want you guys to help me checking my videos i am sure you will love those music if you love them then subscribe so you will know more about me,1,"γεια σας παιδιά, είμαι 17 χρονών ρεμίξερ και παραγωγός και θέλω να με βοηθήσετε να τσεκάρω τα βίντεό μου, είμαι σίγουρος ότι θα λατρέψετε αυτή τη μουσική αν τα αγαπάτε, κάντε εγγραφή για να μάθετε περισσότερα για μένα"
"Check out Melbourne shuffle, everybody",1,"Ρίξτε μια ματιά στο Melbourne shuffle, όλοι"
Subscribe My Channel,1,Εγγραφείτε στο κανάλι μου
please suscribe i am bored of 5 subscribers try to get it to 20,1,παρακαλώ εγγραφείτε βαρέθηκα 5 συνδρομητές προσπαθήστε να το φτάσετε στους 20
Subscribe if you are watching in 2015,1,Εγγραφείτε αν παρακολουθείτε το 2015
Hey Subscribe to me for the peace in the world,1,Γεια Εγγραφείτε σε εμένα για την ειρήνη στον κόσμο
Check out this playlist on YouTube a,1,Δείτε αυτό το playlist στο YouTube α
Like this comment for no reason,1,Κάντε like σε αυτό το σχόλιο χωρίς λόγο
Omg can this be the first video on YouTube to hit 1 billion views like this comment of you agree.,1,"Ωμ, μπορεί αυτό να είναι το πρώτο βίντεο στο YouTube που έχει 1 δισεκατομμύριο προβολές όπως αυτό το σχόλιο που συμφωνείτε."
Please help me get 100 subscribers by the end of the night. Thanks,1,Παρακαλώ βοηθήστε με να έχω 100 συνδρομητές μέχρι το τέλος της βραδιάς. Ευχαριστώ
like this comment if you 39 re watching this video when big bang happened i do,1,μου αρέσει αυτό το σχόλιο αν παρακολουθείτε αυτό το βίντεο όταν έγινε μεγάλο μπαμ
like this comment if your watching in 2015 or 2016,1,Κάντε like σε αυτό το σχόλιο αν παρακολουθείτε το 2015 ή το 2016
Help me get 10000000 subscribers by tomorrow Joking don 39 t get butt hurt,1,Βοηθήστε με να έχω 10000000 συνδρομητές μέχρι αύριο Αστειεύομαι μην πληγωθώ
like this comment if you are watching this on 2015,1,Κάντε like σε αυτό το σχόλιο αν το παρακολουθείτε το 2015
like this comment please,1,όπως αυτό το σχόλιο παρακαλώ
LIKE AND SUBSCRIBE,1,ΚΑΝΤΕ LIKE ΚΑΙ ΕΓΓΡΑΦΗ
Like this comment if you are watching on a phone,1,Κάντε like σε αυτό το σχόλιο αν παρακολουθείτε στο τηλέφωνο
Cool Video LMFAOVEVO You should check out my shuffling videos on my channel when you get the chance. It 39 s much appreciated. Cheers,1,Cool Video LMFAOVEVO Θα πρέπει να δείτε τα ανακατωτά βίντεό μου στο κανάλι μου όταν έχετε την ευκαιρία. Το 39 εκτιμάται πολύ. Στην υγειά σας
Check out this playlist on YouTube I tried,1,Ρίξτε μια ματιά σε αυτό το playlist στο YouTube που δοκίμασα
subscribe to if you thot the robot dudes r epic and awsome,1,εγγραφείτε σε σας ότι οι μάγκες ρομπότ είναι επικοί και φοβεροί
if watching in 2015 subscribe to,1,αν παρακολουθείτε το 2015 εγγραφείτε στο
Like this comment if you still jam out to this song after 4 years,1,Κάντε like σε αυτό το σχόλιο αν συνεχίζετε να ακούτε αυτό το τραγούδι μετά από 4 χρόνια
subscribe,1,Εγγραφείτε
this video has 800 m views and the channel got 3m subscribers,1,Αυτό το βίντεο έχει 800 εκατομμύρια προβολές και το κανάλι απέκτησε 3 εκατομμύρια συνδρομητές
subscribe to my chanell,1,εγγραφείτε στο κανάλι μου
los invito a subscribirse a mi canal,1,los invito a subcribirse a mi canal
Check out this video on YouTube opponents mm,1,Δείτε αυτό το βίντεο στο YouTube αντίπαλοι mm
"At 500 subscribers i 39 m sky diving help me reach my goal lt 3 Trust me, i 39 m a doctor.",1,"Με 500 συνδρομητές i 39 m sky diving με βοηθά να φτάσω τον στόχο μου lt 3 Εμπιστεύσου με, είμαι 39 m γιατρός."
"Need money check my channel and subscribe,soon will post how to get it",1,"Χρειάζεστε χρήματα, ελέγξτε το κανάλι μου και εγγραφείτε, σύντομα θα δημοσιεύσω πώς να το αποκτήσετε"
Like this comment for no reason.,1,Κάντε like σε αυτό το σχόλιο χωρίς λόγο.
Youtube comments in a nut she will AND ANY OTHER SHIT,1,Σχόλια στο Youtube σε ένα παξιμάδι που θα κάνει ΚΑΙ ΟΠΟΙΟΔΗΠΟΤΕ ΑΛΛΟ ΣΚΑΛΑ
Please become my first subscriber. Thank you.,1,Παρακαλώ γίνετε ο πρώτος μου συνδρομητής. Ευχαριστώ.
Can i get views and subscribers for no reason,1,Μπορώ να έχω προβολές και συνδρομητές χωρίς λόγο
Hello from Russia comes to the channel subscribe,1,Γεια από τη Ρωσία έρχεται στο κανάλι εγγραφή
Check out my dance videos You won 39 t be disappointed,1,Δείτε τα χορευτικά μου βίντεο Κερδίσατε 39 t να είστε απογοητευμένοι
Men stop being naive idiots believing in love and believing that women actually respect you. Want a more fulfilling drama fee life Check out MGTOW. There are many channels here on YouTube that you can chose from which will give you all the information needed. Caution Not for men who enjoy being disposable providers of utility,1,Οι άντρες σταματούν να είναι αφελείς ηλίθιοι πιστεύοντας στην αγάπη και πιστεύοντας ότι οι γυναίκες σε σέβονται πραγματικά. Θέλετε μια πιο γεμάτη δραματική ζωή. Δείτε το MGTOW. Υπάρχουν πολλά κανάλια εδώ στο YouTube που μπορείτε να επιλέξετε από τα οποία θα σας δώσουν όλες τις πληροφορίες που χρειάζεστε. Προσοχή Όχι για άντρες που τους αρέσει να είναι πάροχοι υπηρεσιών κοινής ωφέλειας μιας χρήσης
pleas subscribe on me for ps4 games video pleas subscribe on me and Kashoo Gaming,1,παρακαλώ εγγραφείτε σε εμένα για παιχνίδια ps4 βίντεο παρακαλώ εγγραφείτε σε εμένα και το Kashoo Gaming
Check out this playlist on YouTube hbbhhhgh,1,Δείτε αυτό το playlist στο YouTube hbbhhhgh
LIKE AND SUBSCRIB IF YOU WATCH IN 2015,1,LIKE ΚΑΙ ΕΓΓΡΑΦΗ ΑΝ ΔΕΙΤΕ ΤΟ 2015
Check out this video on YouTube hjalp,1,Δείτε αυτό το βίντεο στο YouTube hjalp
Check out this video on YouTube Qq,1,Δείτε αυτό το βίντεο στο YouTube Qq
Can you please donate to help my pitbull PLEASE I just need 50 dollars to take it to the vet,1,Μπορείτε παρακαλώ να κάνετε δωρεά για να βοηθήσετε το pitbull μου ΠΑΡΑΚΑΛΩ χρειάζομαι μόνο 50 δολάρια για να το πάω στον κτηνίατρο
Dear friends please subscribe to my channel I will be very glad to see You virucide,1,"Αγαπητοί φίλοι, παρακαλώ εγγραφείτε στο κανάλι μου, θα χαρώ πολύ να σε δω ιοκτόνο"
Subscribe to my channel And I will follow you back,1,Εγγραφείτε στο κανάλι μου και θα σας ακολουθήσω ξανά
want a sub tell me about your channel and i will subscribe with a couple exceptions,1,θέλω ένα sub πείτε μου για το κανάλι σας και θα εγγραφώ με μερικές εξαιρέσεις
Subscribe I 39 ll subscribe back,1,Εγγραφή I 39 Θα εγγραφώ ξανά
Check out this playlist on YouTube pl,1,Δείτε αυτήν τη λίστα αναπαραγωγής στο YouTube pl
Check out this video on YouTube lo,1,Δείτε αυτό το βίντεο στο YouTube lo
Check out this video on YouTube I,1,Δείτε αυτό το βίντεο στο YouTube I
subscribe to my channel yo DJ Feelz,1,εγγραφείτε στο κανάλι μου DJ Feelz
Hey guys subscribe to my chanel and i will subscribe back and like all your vids,1,Γεια σας παιδιά εγγραφείτε στο κανάλι μου και θα εγγραφώ ξανά και θα μου αρέσει όλα τα βίντεό σας
White people are going extinct for more information subscribe to my channel or search for videos on quot white genocide quot thank you,1,"Οι λευκοί εξαφανίζονται για περισσότερες πληροφορίες, εγγραφείτε στο κανάλι μου ή ψάξτε για βίντεο σχετικά με τη λευκή γενοκτονία quot σας ευχαριστώ"
Check out this video on YouTube ..,1,Δείτε αυτό το βίντεο στο YouTube..
subscribers please,1,συνδρομητές παρακαλώ
Yo like what up this song is fricking beast anywon herd the see mee rollin or I woke up in a new Buggti check out nuketown rap I was shooting in it see my nice quick scoping things training for faze adoult freind sang I was at my freinds house doing it we just had the rap going and we were doing fun things,1,"Σας αρέσει what up this song is fricking beast anywon herd the see mee rollin or ξύπνησα με ένα νέο Buggti δείτε το nuketown ραπ που τραβούσα σε αυτό δείτε τα ωραία μου πράγματα που προπονούνταν γρήγορα για ενήλικες φίλος τραγούδησε ήμουν στο σπίτι των φίλων μου Κάνοντάς το, είχαμε το ραπ και κάναμε διασκεδαστικά πράγματα"
hi everyone this is cool check out sexy and i know it,1,"γεια σε όλους, αυτό είναι υπέροχο, δείτε σέξι και το ξέρω"
Check out our app to solve all your party drunk problems,1,Ρίξτε μια ματιά στην εφαρμογή μας για να λύσετε όλα τα προβλήματα μέθης στο πάρτι σας
Check out this video on YouTube it is a old track but it still bad,1,Δείτε αυτό το βίντεο στο YouTube είναι ένα παλιό κομμάτι αλλά εξακολουθεί να είναι κακό
Check out my youtube channel for cool beatboxing,1,Ρίξτε μια ματιά στο κανάλι μου στο youtube για cool beatboxing
Hi everyone Do you like music Then why not check out my music channel. The LEXIS band will be uploading their own songs and covers soon so don 39 t miss out. Please SUBSCRIBE too as it does help us out a lot. Just takes one click. gt,1,"Γεια σε όλους Σας αρέσει η μουσική Τότε γιατί να μην δείτε το μουσικό μου κανάλι. Το συγκρότημα LEXIS θα ανεβάσει σύντομα τα δικά του τραγούδια και διασκευές, οπότε μην το χάσετε. ΕΓΓΡΑΦΕΙΤΕ και εσείς γιατί μας βοηθάει πολύ. Αρκεί ένα κλικ. gt"
SUBSCRIBE,1,ΕΓΓΡΑΦΕΙΤΕ
Ummm... I just hit 1k subscribers. I make Minecraft videos. Help me out by checking me out,1,Χμμμ... Μόλις πέτυχα 1k συνδρομητές. Φτιάχνω βίντεο στο Minecraft. Βοηθήστε με ελέγχοντας με
SUP GUS THIS IS A VIDEO FOR PEOPLE WHO LOVES PARTY ROCK SO THANKS FOR WATCHING AND PLEASE SUBSCRIBE,1,"SUP GUS ΑΥΤΟ ΕΙΝΑΙ ΕΝΑ ΒΙΝΤΕΟ ΓΙΑ ΑΝΘΡΩΠΟΥΣ ΠΟΥ ΑΓΑΠΟΥΝ ΤΟ PARTY ROCK , ΕΥΧΑΡΙΣΤΟΥΜΕ ΓΙΑ ΤΗΝ ΠΑΡΑΚΟΛΟΥΘΗΣΗ ΚΑΙ ΠΑΡΑΚΑΛΩ ΚΑΝΤΕ ΕΓΓΡΑΦΗ"
Hey Guys Jaylan Here And I Just Wanted Everybody To Know if You All Can Subscribe Please That Would Be Great This Is My New Gaming Channel Have Not Uploaded Yet But I Will Upload If I Hit About 10 Subs Thank You D,1,"Γεια σας παιδιά Jaylan Εδώ και απλά ήθελα να ξέρουν όλοι αν μπορείτε όλοι να εγγραφείτε Παρακαλώ, θα ήταν υπέροχο Αυτό είναι το νέο μου κανάλι παιχνιδιών δεν έχει ανέβει ακόμα, αλλά θα ανεβάσω αν πετύχω περίπου 10 συνδρομητές Σας ευχαριστώ D"
great l subscribe,1,ωραια εγγραφω
Check out this video on YouTube jjiwajwkajajqjaubkm,1,Δείτε αυτό το βίντεο στο YouTube jjiwajwkajajqjaubkm
3m subscribers but look at the views its 700 million wtf P,1,"3 εκατομμύρια συνδρομητές, αλλά δείτε τις προβολές, τα 700 εκατομμύρια wtf P"
Check out my YouTube channel I can rap,1,Ρίξτε μια ματιά στο κανάλι μου στο YouTube I can rap
Check out this video on YouTu,1,Δείτε αυτό το βίντεο στο YouTube
"LMFAO is CRAZY DOPE CHeck out my music on my channel if you have a minute, it would mean a lot. Much love",1,"Το LMFAO είναι CRAZY DOPE Ρίξτε μια ματιά στη μουσική μου στο κανάλι μου αν έχετε ένα λεπτό, θα σήμαινε πολλά. Πολλή αγάπη"
everyday i 39 m subscribe,1,καθημερινά i 39 m συνδρομητής
man check out the raps on my channel i am better rapper than these nigger fools,1,"φίλε δες τα ραπ στο κανάλι μου, είμαι καλύτερος ράπερ από αυτούς τους πιο μαύρους ανόητους"
go check out our video,1,δείτε το βίντεο μας
Like This Comment,1,Κάντε like σε αυτό το σχόλιο
Subscribe,1,Εγγραφείτε
Check out this video on YouTube Ladies 39,1,Δείτε αυτό το βίντεο στο YouTube Ladies 39
HAHAA THIS DANCE IS TIGHTTTT,1,ΧΑΧΑΑ ΑΥΤΟΣ Ο ΧΟΡΟΣ ΕΙΝΑΙ ΣΦΙΤΤΟΣ
Check out my music niggas,1,Δείτε τις μουσικές μου νίγκες
Check out this funny video quot Cereal Box Knocks out Baby quot on my channel.,1,Ρίξτε μια ματιά σε αυτό το αστείο βίντεο απόσπασμα από το κουτί δημητριακών χτυπά το μωρό στο κανάλι μου.
Subscribe to me if you think quot swag quot is fucking stupid,1,Εγγραφείτε σε εμένα αν πιστεύετε ότι το quot swag quot είναι ανόητο
Tuto to subscribe to my channel because you should sign up for 17 l please thank you I 39 d do anything for you to sign up a lot of good video I usually do,1,"Μάθετε για να εγγραφείτε στο κανάλι μου γιατί θα πρέπει να εγγραφείτε για 17 l, σας ευχαριστώ, 39 θα κάνω τα πάντα για να εγγραφείτε πολλά καλά βίντεο που κάνω συνήθως"
Abomination Subscribe if you agree party here in my channel. cool lights.,1,Αποστροφή Εγγραφείτε αν συμφωνείτε παρέα εδώ στο κανάλι μου. δροσερά φώτα.
"Like this comment, guys i just started up a new channel if i can get 200 subscribers by tonight ill do a 20 paypal giveaway like this comment so your friends can see it or others and they can also be entered GO",1,"Μου αρέσει αυτό το σχόλιο, παιδιά, μόλις ξεκίνησα ένα νέο κανάλι, αν έχω 200 συνδρομητές μέχρι απόψε, θα κάνω ένα δώρο 20 paypal σαν αυτό το σχόλιο, ώστε να το δουν οι φίλοι σας ή άλλοι και να μπουν επίσης GO"
"Check out My Hood Doh, by Flixter Nossnevs",1,"Δείτε το My Hood Doh, του Flixter Nossnevs"
Nezo and Ed Like amp share this page on facebook please,1,Ο Nezo και ο Ed Like amp μοιράζονται αυτή τη σελίδα στο facebook
Hey I 39 m a British youtuber,1,"Γεια, είμαι 39 μ. Βρετανός youtuber"
"hi guys please check out my vids , i will promos to subscribe to you to",1,"γεια σας παιδιά, δείτε τα βίντεό μου, θα σας υποσχεθώ ότι θα σας εγγραφώ"
Hey plz check out my music video. Thanks,1,Γεια σας παρακαλώ δείτε το μουσικό μου βίντεο. Ευχαριστώ
Check the shit out on my channel SUBSCRIBE YOU WILL LIKE IT,1,Δείτε τα πράγματα στο κανάλι μου ΕΓΓΡΑΦΕΙΤΕ ΣΑΣ ΘΑ ΑΡΕΣΕΙ
Good video,0,Καλό βίντεο
very good song,0,πολύ καλό τραγούδι
every bady yust have a good time,0,όλοι απλά να περνάτε καλά
are there people who like this shit hahahahah P well done music industry.....,0,υπαρχουν ανθρωποι που τους αρεσει αυτη η μαλακια χαχαχαχα μπράβο της μουσικής βιομηχανίας.....
i love this song so much,0,Αγαπώ αυτό το τραγούδι τόσο πολύ
No one makes me want to party like LMFAO does... I just want to rage every time one of these songs comes on. The only other band that does that is quot On the Rocks Inc. quot those kids know how to party,0,Κανείς δεν με κάνει να θέλω να κάνω πάρτι όπως κάνει το LMFAO... Θέλω απλώς να θυμώνω κάθε φορά που ακούγεται ένα από αυτά τα τραγούδια. Το μόνο άλλο συγκρότημα που το κάνει αυτό είναι οι On the Rocks Inc. που δηλώνουν ότι τα παιδιά ξέρουν πώς να κάνουν πάρτι
The best song ever,0,Το καλύτερο τραγούδι όλων των εποχών
check it out free stuff for watching videos and filling surveys,1,δείτε το δωρεάν υλικό για να παρακολουθήσετε βίντεο και να συμπληρώσετε έρευνες
Love your song makes me happy,0,Το αγαπώ το τραγούδι σου με κάνει χαρούμενο
OOOOO SHUFFLLLLLLLLLLLLLLLLLLLLLLINNNNN,0,OOOOO SHUFFLLLLLLLLLLLLLLLLLLLLLLLLINNNNN
I learned the shuffle because of them,0,Έμαθα το ανακάτεμα εξαιτίας τους
The best Song i saw,0,Το καλύτερο τραγούδι που είδα
watch this with sound off,0,παρακολουθήστε το με σβηστό ήχο
Looooooooove this song,0,Λωωωωωωωωωω αυτο το τραγουδι
EVERYONE PLEASE SUBSCRIBE TO MY CHANNEL OR CAN YOU ALL JUST GO LOOK AT MY VIDEOS,1,ΟΛΟΙ ΠΑΡΑΚΑΛΩ ΚΑΝΤΕ ΕΓΓΡΑΦΗ ΣΤΟ ΚΑΝΑΛΙ ΜΟΥ Ή ΜΠΟΡΕΙΤΕ ΟΛΟΙ ΑΠΛΑ ΝΑ ΔΕΙΤΕ ΤΑ ΒΙΝΤΕΟ ΜΟΥ
EVERYONE PLEASE GO SUBSCRIBE TO MY CHANNEL OR JUST LOON AT MY VIDEOS,1,ΟΛΟΙ ΠΑΡΑΚΑΛΩ ΠΗΓΑΙΝΕΤΕ ΕΓΓΡΑΦΗ ΣΤΟ ΚΑΝΑΛΙ ΜΟΥ Ή ΑΠΛΑ ΔΕΙΤΕ ΣΤΑ ΒΙΝΤΕΟ ΜΟΥ
love this song,0,αγαπώ αυτό το τραγούδι
this song is awesome. these guys are the best. love this video too its hilarious lol. i am getting popular fast because i rap with meaning. thumbs up if you piss next to the water in the toilet so it does not make noise,1,αυτό το τραγούδι είναι φοβερό. αυτοί οι τύποι είναι οι καλύτεροι. μου αρέσει πολύ αυτό το βίντεο είναι ξεκαρδιστικό lol. Γίνομαι δημοφιλής γρήγορα γιατί ραπάρω με νόημα. μπράβο αν πιέζεις δίπλα στο νερό στην τουαλέτα για να μην κάνει θόρυβο
HOW MANY THUMBS UP FOR LOUIS SAVING THE DAY,1,ΠΟΣΑ ΜΠΡΑΒΟ ΓΙΑ ΤΟ ΛΟΥΗ ΣΩΣΤΗ ΤΗΝ ΗΜΕΡΑ
NICE 3,0,ΩΡΑΙΟ 3
447935454150 lovely girl talk to me xxx,1,447935454150 υπέροχο κορίτσι μίλα μου xxx
I always end up coming back to this song,0,Πάντα καταλήγω να επιστρέφω σε αυτό το τραγούδι
"my sister just received over 6,500 new youtube views Right now. The only thing she used was pimpmyviews. com",1,Η αδερφή μου μόλις έλαβε πάνω από 6.500 νέες προβολές στο youtube Αυτή τη στιγμή. Το μόνο πράγμα που χρησιμοποιούσε ήταν τα pimpmyviews. com
Hello I 39 am from Palastine,1,"Γεια σας, είμαι 39 ετών από την Παλαιστίνη"
Wow this video almost has a billion views Didn 39 t know it was so popular,0,Ουάου αυτό το βίντεο έχει σχεδόν ένα δισεκατομμύριο προβολές Δεν ήξερα ότι ήταν τόσο δημοφιλές
Go check out my rapping video called Four Wheels please,1,Πηγαίνετε να δείτε το ραπ βίντεο μου που ονομάζεται Four Wheels παρακαλώ
Almost 1 billion,0,Σχεδόν 1 δις
Aslamu Lykum... From Pakistan,1,Assalamu Alaikum... Από το Πακιστάν
Eminem is idol for very people in Espa a and Mexico or Latinoamerica,0,Το Eminem είναι είδωλο για πολύ ανθρώπους στην Ισπανία και το Μεξικό ή τη Λατινική Αμερική
Help me get 50 subs please,1,"Βοηθήστε με να αποκτήσω 50 συνδρομητές, παρακαλώ"
i love song,0,αγαπώ το τραγούδι
"Alright ladies, if you like this song, then check out John Rage. He 39 s a smoking hot rapper coming into the game. He 39 s not better than Eminem lyrically, but he 39 s hotter. Hear some of his songs on my channel.",1,"Εντάξει κυρίες, αν σας αρέσει αυτό το τραγούδι, τότε ρίξτε μια ματιά στον John Rage. Είναι 39 ετών ένας καυτός ράπερ που καπνίζει που μπαίνει στο παιχνίδι. Δεν είναι 39 καλύτερος από τον Eminem στιχουργικά, αλλά είναι 39 πιο καυτός. Ακούστε μερικά από τα τραγούδια του στο κανάλι μου."
The perfect example of abuse from husbands and the thing is I 39 m a feminist so I definitely agree with this song and well...if I see this someone 39 s going to die Just sayin.,0,"Το τέλειο παράδειγμα κακοποίησης από τους συζύγους και το θέμα είναι ότι είμαι 39 είμαι φεμινίστρια, οπότε σίγουρα συμφωνώ με αυτό το τραγούδι και καλά...αν το δω ότι κάποιος 39 θα πεθάνει Απλά λέει."
The boyfriend was Charlie from the TV show LOST,0,Ο φίλος ήταν ο Τσάρλι από την τηλεοπτική εκπομπή LOST
Check out our Channel for nice Beats,1,Ρίξτε μια ματιά στο κανάλι μας για ωραία Beats
Rihanna and Eminem together are unstoppable.,0,Η Rihanna και ο Eminem μαζί είναι ασταμάτητοι.
This song is about Rape and Cheating Basically.....,0,Αυτό το τραγούδι είναι για τον βιασμό και την εξαπάτηση βασικά.....
like please,1,όπως παρακαλώ
"I love this song, can 39 t believe it was 5 years ago, it doesn 39 t get old though",0,"Λατρεύω αυτό το τραγούδι, δεν μπορώ να το πιστέψω ότι ήταν πριν από 5 χρόνια, δεν παλιώνει όμως"
OMG that looks just like a piece of the mirror of harry potter and the deathly hallows. Either that house. sirius black,0,OMG που μοιάζει ακριβώς με ένα κομμάτι από τον καθρέφτη του Χάρι Πότερ και των Κλήρων του Θανάτου. Είτε αυτό το σπίτι. sirius black
"I shared my first song quot I Want You quot , and I hope you 39 ll like it. Take a listen",1,"Μοιράστηκα το πρώτο μου τραγούδι I Want You quot , και ελπίζω να σας αρέσει 39. Ακούστε"
Come and check out my music I Am spamming on loads of videos but its just to try and get my music across to new people,1,"Ελάτε να δείτε τη μουσική μου. Αποστέλλω ανεπιθύμητη αλληλογραφία σε πολλά βίντεο, αλλά είναι απλώς για να προσπαθήσω να μεταφέρω τη μουσική μου σε νέους ανθρώπους"
HUH HYUCK HYUCK I AM SPECIAL WHO 39 S WATCHING THIS IN 2015 I AM FROM AUSTRALIA OR SOMETHING GIVE ME ATTENTION PLEASE I AM JUST A RAPPER WITH A DREAM I AM GOING TO SHARE THIS ON GOOGLE PLUS BECAUSE I AM SO COOL.,1,HUH HYUCK HYUCK ΕΙΜΑΙ ΕΙΔΙΚΟΣ ΠΟΥ ΠΑΡΑΚΟΛΟΥΘΩ ΑΥΤΟ ΤΟ 2015 ΕΙΜΑΙ ΑΠΟ ΑΥΣΤΡΑΛΙΑ Ή ΚΑΤΙ ΔΩΣΤΕ ΜΟΥ ΠΡΟΣΟΧΗ ΠΑΡΑΚΑΛΩ ΕΙΜΑΙ ΑΠΛΩΣ ΡΑΠΕΡ ΜΕ ΕΝΑ ΟΝΕΙΡΟ ΠΑΩ ΣΤΟΝ GSOOOGLEUSTH SHA.
"You exactly who you want to be,watching your favourite rappers on tv",0,"Είσαι ακριβώς αυτός που θέλεις να είσαι, βλέποντας τους αγαπημένους σου ράπερ στην τηλεόραση"
Rihanna is absolutely gorgeous in this video.,0,Η Rihanna είναι απολύτως υπέροχη σε αυτό το βίντεο.
Check out this video on YouTube Love this song... It 39 s all good will never go back that but I 39 ll always remember the passion but never want to go back to being dysfunctional insanity....... Goal is to live happy not live insane.,1,"Ρίξτε μια ματιά σε αυτό το βίντεο στο YouTube Λατρεύω αυτό το τραγούδι... 39 είναι όλα καλά, δεν θα πάει ποτέ πίσω, αλλά 39 θα θυμάμαι πάντα το πάθος, αλλά ποτέ δεν θέλω να επιστρέψω στη δυσλειτουργική παραφροσύνη....... Στόχος είναι να να ζεις ευτυχισμένος όχι να ζεις τρελό."
"Don 39 t love someone soo much, love the way you lie..",0,"Don 39 να αγαπάς κάποιον τόσο πολύ, να αγαπάς τον τρόπο που λες ψέματα.."
one of the BEST SONGS in music history,0,ένα από τα ΚΑΛΥΤΕΡΑ ΤΡΑΓΟΥΔΙΑ στην ιστορία της μουσικής
No I hate The Way YOU LIe,0,"Όχι, μισώ το The Way YOU Lie"
Fuck Eminem. Bieber is the best lt 3,0,Γάμα τον Έμινεμ. Ο Bieber είναι το καλύτερο lt 3
Check out this playlist on YouTube chcfcvzfzfbvzdr,1,Ρίξτε μια ματιά σε αυτήν τη λίστα αναπαραγωγής στο YouTube chcfcvzfzfbvzdr
I Am going to share a little ryhme canibus blows eminem away a quadrillion times especially about the categories of intelligent things in his mind. That he learned and rapped about and forgot before eminem spit his first ryme.love ya linz 4e,1,"Θα μοιραστώ ένα μικρό ryhme canibus που αποσπά τον Eminem τετράδα δισεκατομμύρια φορές, ειδικά για τις κατηγορίες των έξυπνων πραγμάτων στο μυαλό του. Ότι έμαθε και ράπησε και το ξέχασε πριν ο Eminem φτύσει το πρώτο του ryme.love ya linz 4e"
CHECK OUT THE NEW REMIX CLICK CLICK,1,ΔΕΙΤΕ ΤΟ ΝΕΟ REMIX ΚΑΝΤΕ ΚΛΙΚ
I personally have never been in a abusive relationship. I probably never will. I don 39 t hit women. Mom has my dad used to hit my mom before he left. I can relate I 39 m writing about one at the moment subscribe to hear it. EVERY fan counts.,1,Προσωπικά δεν έχω υπάρξει ποτέ καταχρηστική σχέση. Μάλλον δεν θα το κάνω ποτέ. Δεν χτυπάω 39 γυναίκες. Η μαμά έχει συνηθίσει ο μπαμπάς μου να χτυπήσει τη μαμά μου πριν φύγει. Μπορώ να αναφέρω ότι 39 μέτρα γράφω για ένα αυτή τη στιγμή εγγραφείτε για να το ακούσετε. ΚΑΘΕ οπαδός μετράει.
Love,0,Αγάπη
